Year ,Make,Model,Review
2007,Toyota ,Camry,"Very Dependable And Econmical.   Comfortable, quiet and a pleasure to drive. We liked it so much we bought another. They want to write more words but in my book less is more. But here are the unnecessary last twelve words that the webmaster wanted."
2007,Toyota ,Camry,"Not Fun To Drive. It Is A Family Sedan After All.   Performance - acceleration, braking, handling :very nice with strong yet quiet engine. Build Quality - has it needed repairs? squeaks/rattles: above average. Better than most of the car in the segment. However, there are some noticeable squeaks and rattles from plastic parts. Also the fit and finish is about average, and use of cheap plastic materials throughout interior. Compare to Honda Accord, Toyota Camry has poor interior quality and luxuriousness. Appearance - both interior and exterior styling: Class leading appearance especially SE model. XLE is also nice and updated feel. Cost of Ownership - gas mileage, maintenance: V6 model has good fuel economy ratings compare to other V6s, but because of high gas price, it is quite costly to fill the tank. Maintenance cost is relatively low thanks to longevity of every parts and systems. Also, it has above average rating of resale value. Fun Factor - is this car fun to drive?: Not sporty fun, but the handling is predictable, smooth and comfortable to drive."
2007,Toyota ,Camry,"Great Vehicle For The $   This is an all around great vehicle. I think it is one of the best sedans on the market however, I am a big Toyota fan. Very reliable, great on gas, stylish and I always feel SAFE in this vehicle."
2007,Toyota ,Camry,Nice Car   i bought it pre-owned so i'm not quite sure the performance of my unit is indicative of this car's true capapbility. i find the acceleration to be a bit dodgy. it takes a full second or two for the engine to respond in a sudden acceleration scenario
2007,Toyota ,Camry,"This Toyota Shows They Are Not The Quality Like The Toyota Pasts, Stay Away From It.  "
2007,Toyota ,Camry,"This Toyota Shows They Are Not The Quality Like The Toyota Pasts, Stay Away From It.   I bought a lot cars, almost 5-6 a year for tax deductions (then) and enjoy the free use of it from Toyota to MErcedes'. (I used to work, welded mercedes' in the Mercedes factory in Suttgart Germany as a student). I had toyotas since 1970 models, since i got out from the US MArines. So far I have 2 toyotas which is the hallmark of the toyota fake quality image. One is a starlet which almost killed my wife, and the latest one is the camry, this Camry litterally fell apart in front of my eyes. Look at the rear speaker grill, started to crack, i touched it softly and it crumples to little plastic crystal onto the speaker's belly button, horrifying. The steering column wiggle click clak when i made a turn and dealer could not fix it, the wiper blades self destruct after a year and th battery dropped dead one morning. In my 40 years of car buying and some 30 toyotas i bought, the new toyotas is just selling a name , not quality, I bought a Prius , new for $25.000 and took it to the dealer for a trade in 1 year later and they would give me $16000 (10 miles on it), just to show you that the toyota dealers themselves do not have confidence in their cars and trucks. How could the toyota truck stay so expensive??? NOt for demand, but because they make less and sell a lot fewer than they used to , not because it is in demand. If you want a good new car look at the VW PAssat (only) or Hyundai SOnata, the Nissan and toyota pickups are overpriced, and HYunday is dumb enough not make a truck for America, that how toyota got rich in the first place."
2007,Toyota ,Camry,"Sleek And Economic   When I arrived at the dealership to purchase this car, I automatically loved the clean sleek look of this Black Camry. The only reason it is being sold is because I am now in need of a 4WD car. It is a very comfortable and spacious sedan. I feel very safe and in control when I am driving this car. There has never been any mechanical issues with it making it a very reliable car. The low cost of gas and upkeep is also a huge plus."
2007,Toyota ,Camry,Really Good Hybrid   It is just what you expect from Toyota. Very reliable but not exciting.
2007,Toyota ,Camry,"Good Car To Have For Driving In The City   i bought it for a good price & because it's white! :) i was dreaming of a white car to have for a long time... :) it's looking nice, prestigeus, and comfortible. but it's sound isolation & interior quality is leaving me to wish more from it..."
2007,Toyota ,Camry,"Pure Pleasure.   This car is very dependable, is well taken care of and will run well for years to come I am sure. Picures to be put on line soon. Leather seats are soft and smooth and wonderful to slide onto. The seats are electically adjustable and will put you right where you need to be for height and distance from the steering wheel. Smoothness of driving makes this car a pleasure to be in. There has never been a problem with braking or accelertion. It has always been maintained according to the mfr guidelines. This car is worth every penney that is will be bought for."
2007,Toyota ,Camry,"Low Maintenance, Fun To Drive Car That Keeps Money In Your Pocket   Low maintenance car..Brakes changed at 120K miles. Gas, Tires and oil only needed. 07 has Timing chain so no expensive belt to replace.Toyota quality is everything they say. have had no issues with this car. I have around 45k per year"
2007,Toyota ,Camry,"Well It Could Be Worse   Its cool, its not a Ford though;-) The Ford Fusion Hybrid has the same technology however the Fusion squeeks out another 200 miles on the tank. Most mine is getting is 500 miles on 1 tank. The Fusion can get 700 miles on tank. (pending how you drive) The bluetooth with phone is horrible, nothing like the SYNC with Ford.. Sync will do a wide range of commands and very easy to use. This style is just not the level of simplistic and fun!"
2007,Toyota ,Camry,"The Camry Is #1 For A Reason.   Love this car thus far. Comfortable, smooth ride, great gas milage and its got Toyota's legendary build quality. Its only got a 4-cylinder engine, but its still got plenty of power. It might not roast the tires or win many drag races, but its got plenty of power to keep up with traffic. I can see why this is the best selling car in America."
2007,Toyota ,Camry,"Very Good One   it was one of the most convenient vehicles, and till the time i sold it out i didn't fave any major failurs with it. very popular and easy to sell with a good market value. i love the shape too"
2007,Toyota ,Camry,"Great Sedan To Own !   2nd car previously owned a Honda Civic , done 60,000km on this car . Good acceleration but still not good enough for a 2.4L , should be around 9 second for 0-60 . Brake is amazing , did a few emergency brake , avoided an accident a few weeks ago . Handling is not good , it's disappointing ! The body roll is savage , how can a big sedan have so much body roll when cornering , rear passenger can slide aross the seat . Build Quality is GREAT but the interior has less toy for people to fiddle with . The GPS doesn't comes with standard , no cruise control ,no traction control, no auto folding mirror ,rear passenger air-con is weak . But the air-con has a special plasma cluster to clean the air , so the car smell good , my car still smell like new . Overall is pretty great , no repair at all since gotten the car . Service it regularly . This car is very safe comes with both driver and passenger airbag , curtain and knee airbag . Rear passenger airbag ! THIS CAR IS FULL OF AIRBAG LIKE THE BMW! The engine is quiet too ! Appearance , this car does look good , one of the reason i brought this car is because of the looks . The exterior styling is elegant a rather aggressive look at the front , the rear styling is rather plain , should come with dual exhaust maybe . The interior styling is abit ""uncle"" not a right styling for young people . Cost of ownership , the fuel consumption is not bad i got the same fuel consumption as my previous civic , i am a heavy footer so i get a higher f/c than average people 9.9km/l . The VVT-i engine like a lion that needs just a mice a day. Maintenance cost is cheap , i like to service it every 5000 km to keep the engine in top notch condition or else service the engine every 10,000 km and you'll be fine . Spare part are cheap and easy to find . Fun Factor , not very fun , but i added a DVD player in the car to kill the boring driving to work . But it's easy to drive fast , cornering is good , just the bodyroll that's killing the fun . This is the right car to bring you to work or long distance trip with a ease of mind ."
2007,Toyota ,Camry,"Great Re-sale Value.   Great value and very economical! Beautiful contempoary design and legendary reliabilty at a great affordable price. I have the 4-cylinder LE which is great but if you were to purchase one, I highly recommend the LE V6 or SE model."
2007,Toyota ,Camry,Very Good Family Car   THE car is great! it handles well and it accelerates out of the gate like you'd never expect a toyota to do. it is also a great family car for everyone. if you're looking for a family car with a good amount of space then look no further then an '07 camry
2007,Toyota ,Camry,"Good Car For Some, Just Not My Type Of Car   very roomy and comfortable, with a smooth ride. 2.4l 4cyl engine just doesn't have enoughpower for a car this large. Fly by wire throttle has response delay. Sloppy automatic transmission. No repairs needed after 55k miles except for brakes and oil changes. Very good on gas if you're not over 3k miles between oil changes, if overdue, mpg is 22 or so, normally about 28mpg"
2007,Toyota ,Camry,"2007 Camry Le   Its a zippy car that feels like it has a lot of power but really doesn't put much out when you open her up. It hugs turns pretty well. Its fun to cruise around in with the radio blasting, which has very nice sound quality. Good gas mileage, around 25mpg."
2007,Toyota ,Camry,"Nice Looking, Comfortable, Hybrid Has Good Power, What More Can I Say, Great!   What a car! Hybrid, sharp looking, rides great, i took the car in for an oil change last week and almost bought another. I've got a loaded one. I'm waiting for a hybrid Venza. If you're thinking of geeting one of these don't wait. I have 50K, 07, did I tell you I love it."
2007,Toyota ,Camry,"07 Camry   Performance: Good acceleration and handling, but braking is a little slow. Build Quality: No repairs needed Gas mileage: Averages about 25 in city, about 30 on highway. Wish Toyota made Camrys in manual, but SE is much more fun to drive than base."
2007,Toyota ,Camry,"Feels Solid And Well Built. Comfotable Ride   great car I would recommend to anyone,its smooth comfortable,safe and always runs. I have had general motors,Fords and chryslers my whole life.always had quality and performance issues. The Camry has impressed me. I will buy one again.."
2007,Toyota ,Camry,2007 Toyota Camry   I drive it everywhere. The interior is very nice and the sound system is great for stock. It really accelerates and brakes pretty well for a sedan that's not geared towards performance. It gets pretty good gas milage. It's a great everyday driving car. The exterior parts are also fairly cheap. Someone ran into my back bumper and I replaced it for like $350 if i remember right.
2007,Toyota ,Camry,"I've Only Driven Camrys For The Past 8 Years. Enough Said.   I love my Camry (except for the scratches, thanks to my son). The SE brings good looks to the best selling car in the world. Had to special request a 5-speed 4-cylinder from Virginia, but it was definitely worth it."
2007,Toyota ,Camry,Camry   I like the V6 engine. It is powerful yet fuel efficient. 268 horses make it one quick car. The styling is underrated. You have to see it in person to appreciate the styling. Also it is reliable so you don't have to worry about it breaking down.
2007,Toyota ,Camry,"Take It From Me; Its Nice.   Not much acceleration; could care less. I've had it for about 2 years and the only thing that has been replaced was the trunk lock. Its a pretty nice ride ;) I bought it in red and it looks like woah, super cool."
2007,Toyota ,Camry,"Eh   The handling is good, smooth. The acceleration is better than I expected. 9 out of 10 for appearance. No repairs expect a few minor scratches. This car is amazing to drive, i like lookin for people to race with for a quater mile. Ive beaten plently even for a camry"
2007,Toyota ,Camry,"Great Care, Just Needs Stronger Carpeting   The camery is very nimble quick on its feet, it handles like a shark in water. the build quality is finaminal, however the interior carpeting is a little short and unreinforced, which can result in your carpet ripping from its bolt attachments. it looks sporty enough for a young person and yet sophistocated enough for a diplomat. it is very well built, so matinence is mostly oil changes and tire rotations, and the mileage is spot on with and average 33.2 mpg in the cith and 37.8 highway. when you want to really feel the road push your foot down just a little more and wow it just puts your ass into the seat, and the bucket seat design with the electronic controls really allow you do go from daily driver to weekend track warrior."
2007,Toyota ,Camry,"Wife's Joy   It's an overall nice car, but one of the most uncomfortable cars for me to drive. I can handle about 1hr then i'm destroyed. Wife's car so that's fine. good on gas. Car has lots of room in the trunk."
2007,Toyota ,Camry,"Love It!   I love this car. It has a fantastic quality ride while maintaining a bit of sportiness to keep it a bit fun. There are some squeaks and rattles in the interior, but that's to be expected when you have taken the majority of the interior apart for aftermarket audio products. I love the lines of the body as well. Doesn't look anything like Camry's of old."
2007,Toyota ,Camry,"2007 Camry Ce   The acceleration of the car is surprisingly very high. I bashed my Camry once, and had to take out a Prius for a couple of days and it was the slowest thing in the world. The interior is amazingly built, but I would prefer the leather seats; still a nice car. Cost for maintenance is low, and I only have 23.235miles on it. Is it fun to drive? YEAH! on the high way it performs great, and it gets around in an urban environment pretty good!"
2007,Toyota ,Camry,"Of All The Cars I Have Owned, This One Is My Favorite Of Them All.   My Camry SE V6 is comfortable, realiable, easy and cheap to maintain, and is a great performance buy with 268 HP, it is fast. The SE suspension package makes it handle very well and it a solid performer on the twisties. The SE appearance package sets my Camry apart and has an aggressive and sporty look that is most attractive and distinctive."
2007,Toyota ,Camry,"Driving Green   Good solid vehicle that looks good and gets great fuel mileage. I love to drive over 500 miles before I have to stop for fuel. Love the heated seats in the Winter. ALso, love the ability to drive in stealth mode.....drive without the engine running."
2007,Toyota ,Camry,"The Spirit Of Lexus Lives...   Reliable, quiet, and comfortable. With 4 cyl engine, this Camary will not break any acceleration records. The braking is sure and smooth and the car handles with decent road feel. Build quality is good with one slight flaw where the dash meets the driver-side AC vent. With leather interior and classic lines, this Camry will be eye pleasing for years to come. Gas mileage is excellent and has no mechanical issues. Perhaps not the funnest car to drive, but that's not what I bought it for."
2007,Toyota ,Camry,"Caims On Stability And Power   I can find acceleration is very good,braking is moderate but the handling is very fine although I have claims on its power and stability when I compared it by acar in the sane class which is HONDA Accord the last one have gorgeous stability and power but I'd like the shpae of Camry rather than Accord About maintenance its very easy but although it has VVTi system but I can say it;s not a gas saver at last I hope u enjoy ur drive"
2007,Toyota ,Camry,"2007 Camry   The 2007 Camry LE is a great car all around. Plenty of room for 4 adults, I especially appreciate the rear passenger leg room. We have yet to find anything too big for the trunk. The fit and finish leaves something to be desired, two tone interior as well as textured door panels make it tolerable, but it is no Lexus. The performace is exactly as one would expect from a 4 cyl FWD sedan. The 5 speed trans helps acceleration and mileage a tad by providing an extra gear, but when you want to push it a little, it doesn't know what to do. It was programmed with shift patterns to optimize economy, not performace. That combined with a soft suspension and steering take away any temptation to drive it like a sport sedan, which is fine because it isn't. The LE package does however offer nice compensation for the lack of thrill, all power doors and windows and cruise are a given, power driver's seat is standard as well as the ability to connect and i-Pod right to the factory stereo, color keyed mirrors and door handles, keyless entry with a power operated trunk and an ambient air temp sensor so you know how cold it is outside. Over all I love the car and it serves it purpose very well."
2007,Toyota ,Camry,Great Car   Excellent quality vehicle with lots of cool features. Great JBL audio quality with 6CD. Passenger side climate control. Nice interior with teak colors. Driving was far more smoother than I thought. Sometimes you won't even feel the speed. Recommend this car to anyone.
2007,Toyota ,Camry,"Toyota Camry Se   Very floaty ride, not good in snow, hard to parallel park due to blind spot, rattles in dash, seats not comfortable. Exterior is good looking but interior and ride a huge disappointment. I can't believe this is rated so high, people have really lowered their standards"
2007,Toyota ,Camry,"2007 Toyota Camry   This Toyota was bought from the same dealer I had bought my Hilux from 20 years earlier and I sold the pickup to buy the Camry. This car has more stock horsepower than most standard V-8 cars. The finish inside and out is excellent. The little things like fasteners and covers are well hidden and tight. The car goes like a jack rabbit and handles like a sportscar. The breaking system is excellent in the rain. I had to make a panic stop when I was cut off in the rain and it stopped straight and true all the way down to zero. The milage could be better, but having a lead foot doesn't help either"
2007,Toyota ,Camry,Le Camry   Its good on gas without sacrifise rooms or much speed.Has good handling and braking just wish it hand better acceleration. so far i have not had to make any repairs. It is a good looking car in must colors darker is better i think. I think i paid to much but that is just my own personal feeling.
2007,Toyota ,Camry,"Why Did I Buy This?   i got this car because of the good luck my friends have had with toyota. well all i can say is that i have not there luck. this car handles horribly, build quality is not up to snuff, and the cars is butt ugly. this car has had a ton of transmission problems. is this toyota quality? back to honda i suppose."
2007,Toyota ,Camry,"2007 Camry Hybrid   For once I was ahead of the curve, a little bit anyway. The car is fun to drive. The electric motor gives you instant power off the line. In spite of what the literature says, the car gets it's best gas mileage in cruise, on the highway at about 70 mph. Fit and finish were great. We bought the upgrade with heated leather seats, fancy stereo and navigation system. One of my few gripes is the power seats don't have a memory function (something that is on our 1998 Volvo) so you have to reset the seats every time the driver changes."
2007,Toyota ,Camry,"Love It !!   Amazing braking, handling Build Quality is owesome!! both interior and exterior styling id nice!! gas mileage is good, maintenance is minimal !! This car is fun to drive.......Cost of ownership is not that bad...!! Best Performance, Build quality, Appearance, and fun to drive.................i guess this is an enough review for a damm car!!"
2007,Toyota ,Camry,"Bless Girl!   I love this car I got it right off the showroom floor what a blessing its really a stylish sports car, smooth drive good on long distance driving for gas city not! The 6 disc cd changer awesome. Very easy to handle braking system on of the best. I love this car"
2007,Toyota ,Camry,Absolutely Love My Camry   In October 2007 I traded my 2005 Toyota Avalon in on this Camry. Best move I ever made. It has all the bells and whistles. The deal I got was a zero percent lease. I love the bluetooth feature for my phone and actually thought I would never use the navigation but have found I have used it and it came in handy.
2007,Toyota ,Camry,"Daryl's Camry   It's faster than a 3 Series, uses regular unleaded and gets great gas mileage. What's not to like about a Camry? Luxury to me is all about reliability."
2007,Toyota ,Camry,I Love This Car. Great Gas Mileage And Comfortable.   it gets 34 miles/gallon highway...which is awesome. my parents take my car on trips instead of theirs haha. has a ton of room in it. my dad and brother can ride in the back seat comfortable and they are 6 ft tall. easy to handle and has plenty of get up and go.
2007,Toyota ,Camry,Affortable   I drive this vehicle because it is affortable and because I drive far to go to work it is practicle.
2007,Toyota ,Camry,"Strong Vehicle, Not Too Fast, But Reliable   Vehicle is built solid, looks decent, and very spacious. Cons are it looks rather bulky, many blind spots, slow acceleration."
2007,Toyota ,Camry,"Amazing Looking   Metallica grey is just such a good looking color in the sun light, the interior is perfect and over all a great car for anyone....way nicer than my 06 scion xb!"
2007,Toyota ,Camry,"Not A Granpa Car Anymore.   I drove this car for chicken delivery and I have to say that I was quite surprised with it. The interior styling is really eye catching. Like that nice greenish color around the radio, the way the dash ends to the center console, the electroluminescent cluster... It's a cool car. The exterior is also surprising and has nothing to do with the old style camry that had this boring style witch my grand father liked by the way..."
2007,Toyota ,Camry,"Exceeded My Expectations   I wanted a practical car that would be fun to drive and this Camry has not disappointed. It has all the trappings and comforts of a family sedan but when I tromp on the accelerator, I have to hold on tight because this V6 really rocks. Gas mileage hasn't been quite as good as advertised but overall I am averaging over 20 mph. The ride is quiet and comfortable and the handling, while not crisp, is solid and predictable. A much cheaper and exciting alternative to the Lexus ES 350, which I also considered buying."
2007,Toyota ,Camry,"Couldn't Own A Better Car!   2007 Camry SE, 6-disc JBL audio surround sound, sports pedals, 18'' alloy wheels with Michelen High Performance tires, blackout sports grille, chrome tipped exhaust, exterior: black, interior: ash/black sports interior, spacious trunk, airbags: knees for driver, side impact driver and passager front & back seats, moonroof"
2007,Toyota ,Camry,"Value For Money And Its Just Gourgeous And An Excellent Drive   This car is value for its money. Not only is it attractive, it is very spacious on the inside. Good performance, smooth handling makes this the best car that I have ever driven"
2007,Toyota ,Camry,"Its A Best Seller But Is Highly Over Rated   Don't get me wrong Toyota did a good job on the redesigned Camry. Styling is attractive especially on the SE models, Build Quality still appears to good, THough there appears to be a problem with the power drivers seat motor and something bangs whenever the trunk is closed att 8,000 miles. The car is huge inside and all controls are logically placed and refined to the touch. Everything is great untill you drive the car. Don't get the 4cyl 5 speed auto combination, you will be disappointed its extremely jurky, it is impossible to accelerate or turn corners smoothly in this car. The transmission is usually either to slow to respond or the engine is to eager. A big problem in my opinion. The steering is also too light and lacks feel. If u like driving don't buy this car. The highway ride is smooth however, in the city though it can get a little giggly. Its a good car but I would suggest to check out GM before buying."
2007,Toyota ,Camry,A Nice Riding Highway-cruiser  
2007,Toyota ,Camry,"A Nice Riding Highway-cruiser   I bought this car and promptly drove it to Florida. I put 10,000 miles on it in 4 months. The Camry Hybrid is a very nice car, with lots of interior room and a clean, modern design. The hybrid powertrain is imperceptible to all but the trained ear. The CVT transmission is smooth. I did not have the navigation system, so I relied on the instrument cluster readouts for my mileage estimates and hybrid system information. The blue-glow center console is also unique. I traded this car in after just 4 months because it is too big for me. Being a 29-year old guy, it just doesn't cut it - plus I like driving manuals and this doesn't cut it. I was also disappointed with the small trunk. It's a big car with limited cargo-carrying capability. I averaged between 31 and 45 MPG. I could eeke out a tank at 40-45 mpg is I was super light on the gas, with no A/C on and keeping speeds pretty constant in the 65 mph range. It looks much better than the Accord, in my opinion, as well."
2007,Toyota ,Camry,Nice Car But Faulty Transmission   I4 Automatic Transmission. Been having serious acceleration delay and dealers won't seem to help. There is a TSB out for this and have been reading and meeting a lot of people complaining about this issue.
2007,Toyota ,Camry,"Our Newest Baby...   So far the ride is awesome! We love the comfort, the seats hug you! We love it's stylish look too!"
2007,Toyota ,Camry,Nice Car   the car looks really good reiable handles very well but acceleration is not that good
2007,Toyota ,Camry,Great Deal   278hp@6200 rpm 17 inch wheels 6 speed tip tronic gear front wheel drive
2007,Toyota ,Camry,"This Is An Okay Car But Not In Love With It.   We bought our Camry the first month they were available. We now have over 64,000 thousand miles on it. To be fair, we have not have any real trouble with it. We replaced the tires at 60K. The factory tires lasted well. The car is not comfortable for either one of us. I am 5-10 and my wife is 5-2. The seats just don't fit well. (this may be just us) The biggest complaint is the noises that are in the front end of the car. They make us crazy! The road noise is bad enough and then there are rattle noises that come and go. We also have a high pitched vibration in the front end passenger side. We have taken it to Toyota to repair to no avail. I swear that the sounds are phantoms that move around. The mileage is good at 30mpg. We have the 4 cyl and yet it gets better mileage at 80 than at 65. It kills me to ride more than a few hours in this car. I bought the Toyota heavy use rubber floor mats and the front one has worn through already. Overall the car is Okay. I bought a Toyota because they are known as great cars. I am not wow'ed. It's just another car. At $25,000 maybe I was expecting too much from it. I though it would be a quite, solid, well designed car. The radio light is way to bright at night. Just little things like that."
2007,Toyota ,Camry,"2007 4 Cly Camry Is Junk   Bad hesitation/downshifting problem. car shakes at stop lights, paint falls off front bumper, toyota says when YOU see hill comming to turn off cruise control because car san not see hill comming, and toyotas attitude, nothing I can do,because toyota can do as they please. replace transmission and new one does same thing, problem becomes ""normal""???? maybe like oil sludge problem toyota will do something when made to!!!"
2007,Toyota ,Camry,"I Love This Car   I used to drive a subaru forester. Don't get me wrong I loved the car but I have been converted to the toyota. It is such a nice ride, noiseless and plenty of room."
2007,Toyota ,Camry,"It Is Smooth And Wonderful Experience   I have just done about 130Miles on the car, it is woderful so far. However, i feel it is too light for its size and capacity, particularly when compared with competition of the same capacity."
2007,Toyota ,Camry,"Camry 4 Dr Xle 2.4l Review   Has more pickup than my 1994 Camry (both are 4 cylinder); however, it's not as quiet on the road (engine noise is greater). This I don't appreciate. Also I was dissapointed that the rear seats didn't fold down like my '94 did. Otherwise, I'm satisfied with the overall looks and performance."
2007,Toyota ,Camry,"Complaint   I have been driving camery since 98. I also drove a 2003 and then now 2007. The acceleration is horrible. I really feel it is dangerous especially when you are trying to get speed and the performance in accelerating speed is very hesitate. I took it back to the dealer ship and was told that this was find, but there is no where way this car should be doing this. My intension was tohave this car for at least 10 years this time, but there is no way I can keep this car. I wish now I had kept my 2003, which only had 37,000 miles on it."
2007,Toyota ,Camry,"Great, Fuel Efficient Mid-sized Sedan.   Great car overall! I love the low operating costs. Drives nice and has plenty of room for passengers as well as a large trunk space. The 2 front air bags and 4 side curtain air bags are a nice safety feature."
2007,Toyota ,Camry,"Reliable Family Car   reliable, quiet, spacious, good looking (better than previous or later versions of Camry). toyota takes care of the customers, the 2007 camry has seen 3 recalls at no charge to customer: 1. gas pedal 2. sun visor replacement 3. to replace the entire dash board cover"
2007,Toyota ,Camry,"Indeed A Car For Those Who Just Don't Care.   I drive this car from time to time because it's my mother-in-law's car. The car is in its basic form with 2.4 I4 engine mated to a 5 speed automatic transmission. Pro of this car is listed in the ""pro"" section of this review, and I won't go into details because it's straightforward. Now, the 'con's. The steering is completely uncommunicative and numb. And there's quite a bit of play, so it's annoyingly difficult to even drive in a straight line in the highway. Not to mention, the steering wheel itself seemed to have been shaped to purposely cause discomfort to your hands. The whole car wallows about in braking and cornering, so that's all I have to say about suspension and chassis, but at least it gives you a decent ride as a side-effect. The throttle has a mind of its own and so does the cruise control. The transmission is geared so tall between 4 and 5 that if you set cruise to any more than 73mph, and you happen to encounter a slight slope, the transmission will shift to 4th (due to lack of power from the engine) and the noise and vibration caused by it will certainly wake your baby who was sleeping comfortably in the backseat. And finally, the interior trim pieces don't align properly and they feel much cheaper than the competitors. PS. If you happened to buy this car in the V6 trim, you won't have to worry about the transmission, throttle, cruise control issues, because the powerful engine will eliminate all the woes related to those parts."
2007,Toyota ,Camry,"Camry   This is NOT VERY GOOD and NOT VERY BAD car ever. Think about the diamond- is placed at somewhere centre. Performance - normal acceleration responding, appropriate breaking with ability for standard driving, too light weight from steering wheel but easy to control Build quaility - everything is ok, except of shork ab shovers... they just work about 70000km. after that, rattles came from underneath... I just replaced shork abs (not a whole, but partly replaced). little squeaks from dash... ki kik ki kik...sounds... Appearance - standard looks, I got silver color. LE model has normal grill...SE looks better. Fuel efficiency exceeds its appeared official fuel record, and exhausts more gas than I expect, especially for intense accelerating. To conbine city and hwy driving, 10km/ liter. (urban/ rural) average.... Not fun to drive, but works silently. constantly... This is sedan for a family use or person who likes quiet and silence drving. worth to buy... will work until 300,000km..."
2007,Toyota ,Camry,"Good Car-sometimes Too Sport Oriented For A Family Car-sometimes Too Family Oriented 4 Sportier Car.   Performance-Acceleration and Braking is almost too much if you are not familiar with the car, Handling is perfect (The utmost feel of the road and solid firm feeling or maneuverability and quick body movements). Build Quality-It has never needed repairs, however the interior materials seems to be put together poorly. Appearance-The outside appearance is great; Interior could use help on Rear Cup holders and the front center air vents don't flow well into the dash. I love the minimization of the controls. The way the headrests flow into the body of the seat look cool. Cost-Great Fuel Mileage, 28 AVG (24city, 32hwy) Change oil every 7,000 miles. Fun Factor-Can be fun to drive but the seats really need more side support to incise someone to actually do so."
2007,Toyota ,Camry,"Great Quality And Good Features   Good leather, SLT Hybrid trim nice and Hybrid offers good gas mileage and quite ride. That is why I would suggest the Toyota Camry. The in dash navigation and 4 disc changer along with onboard computer will impress the friends."
2007,Toyota ,Camry,"Great, Fuel Efficient Mid-sized Sedan.  "
2008,Toyota ,Camry,Okay   It is not perfect but it does its job and does it well. Burns oil but Toyota says that is normal. radio doesn't pick up a lot of stations. All of this can be verified on forums. I have had since it was new and have put 140k mi. on the thing. It works and I would purchase again.
2008,Toyota ,Camry,"Great Car !   Gas saver , lots of space, maintenance and repair costs fair. I feel safe and in control driving it. No noises and had no issues with the vehicle performance. Overall a Great Family Car or for a single on the road a lot ."
2008,Toyota ,Camry,"2008 Camry Se   i like this car very much runs well but feels kind of light on the road is not as driving a ford fusion the fusion feels very strong and handles well on the road is like driving a bmw, or a m-benz."
2008,Toyota ,Camry,"Overall Reliable   Car is a great car, just need something bigger and automatic.Only did required services and recently changed the tires. All in all this car is very reliable. Other than routine maintenance nothing else was required. I also put rims and wider tires which ade the handling a bit better."
2008,Toyota ,Camry,"I Loved This Car.   I used this car for my daily commute as well as several long trips. I'd set the cruise control at 10 MPH above the speed limit, and relax. Traffic jams became a matter of pride as I knew that my engine would shut off when I wasn't moving. (Ironically, the Camry Hybrid gets BETTER fuel economy in stop and go driving that it does cruising the highway at 65 MPH. It's all in the way the Synergy Drive System works.) I enjoyed saving money on gas while remaining relatively anonymous in my normal looking car. As a nice bonus, Massachusetts allows you to travel in the HOV lane without passengers if you are driving a hybrid. Also, the Hybrid Only spaces at the Boston Common garage are usually available and in a primo location :-) The car has plenty of power (I used to jokingly say to my passengers ""that's TWO engines"" when I'd have to accelerate to merge in traffic or for some other reason. The handling is fine, once you get used to it. This car is not for a slalom course, it's for driving to work in comfort. The braking is different from a non-hybrid. The car is slowed by regenerative braking until you get down to 12 MPH, in regular situations. So the brakes get almost no wear if you brake slowly and smoothly. In a panic the regular brakes kick in immediately and stop you in plenty of time. This is a fantastic car. I'm replacing it with a newer hybrid and wanted to sell it while there is still plenty of miles left on it for the next owner."
2008,Toyota ,Camry,Love The Sporty Image   Paint job on the white Camrys have major problems. Love the interior of the SE models and the spoilers that keep it from looking like a grandpa car. Sunroof is also a great addition on these cars. Gotta love Toyotas-my 98' Corolla is still going strong!
2008,Toyota ,Camry,"Hybrid Just Not Worth It Yet   The car is a great car but I feel we would have been just as happy with a non-hybrid car. Actually may have been more happy since a big portion of trunk is lost to battery cooling. The car is now running in mid 30's for fuel economy which could easily be done with a diesel car and not the extra cost upfront from the battery. If you are looking for best fuel economy, diesel is still king. If you want to save the earth, remember the nickel in the battery is mined in canada, transported to Europe to be made into the battery, then shipped to the US or Japan to be assembled. If you recycle the car when you are done you still have consumed more energy than you saved."
2008,Toyota ,Camry,Cam Review   i wud prefer the honda accord if i cud afford it.......better option than corolla though.corolla tends to waiver on the road especially during heavy wind!!overall the camry is a fun car to be in!!beats our indian ambassador though
2008,Toyota ,Camry,"Suitable Car With High Performance And Low Cost   Performane : ABS Brakes , Power Stearing , Very Fast Car , Accelerate Quickly . Appearance : The Car is rated as a High Class Car from Inside . From outside it has a fantastic , modern style . Cost of Ownership : It is very economical car in gas mileage , But the maintenance is very costy . Fun Factor : I think the car isnt too funny , It's somehow Stylish."
2008,Toyota ,Camry,"Great Car For The Money,   I just picked up a 08 Camry XLE with a V6. It is a wonderful car and I love the way it feels on the road. Mine has everything except keyless and navigation. This is my first Toyota, I chose the brand for it's reputation of reliability and the Camry is the size of car I was looking at. I wanted a sedan that has some performance and I sure got it, I really like this car."
